Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
India,"Rice, paddy",1991,26271,1083,72133.0,26.54
India,"Rice, paddy",1991,26271,1083,72133.0,27.35
India,"Rice, paddy",1991,26271,1083,72133.0,25.4
India,"Rice, paddy",1991,26271,1083,72133.0,25.99
India,"Rice, paddy",1991,26271,1083,72133.0,25.32
India,"Rice, paddy",1991,26271,1083,72133.0,23.77
India,"Rice, paddy",1991,26271,1083,72133.0,26.2
India,"Rice, paddy",1991,26271,1083,72133.0,25.74
India,"Rice, paddy",1991,26271,1083,72133.0,25.55
India,"Rice, paddy",1991,26271,1083,72133.0,25.06
India,"Rice, paddy",1991,26271,1083,72133.0,26.34
India,"Rice, paddy",1991,26271,1083,72133.0,24.62
India,"Rice, paddy",1991,26271,1083,72133.0,26.7
India,"Rice, paddy",1991,26271,1083,72133.0,26.7
India,"Rice, paddy",1991,26271,1083,72133.0,25.74
India,Sorghum,1991,6553,1083,72133.0,25.85
India,Sorghum,1991,6553,1083,72133.0,26.9
India,Sorghum,1991,6553,1083,72133.0,25.96
India,Sorghum,1991,6553,1083,72133.0,23.77
India,Sorghum,1991,6553,1083,72133.0,25.49
India,Sorghum,1991,6553,1083,72133.0,25.82
India,Sorghum,1991,6553,1083,72133.0,25.74
India,Sorghum,1991,6553,1083,72133.0,26.54
India,Sorghum,1991,6553,1083,72133.0,27.35
India,Sorghum,1991,6553,1083,72133.0,25.4
India,Sorghum,1991,6553,1083,72133.0,25.99
India,Sorghum,1991,6553,1083,72133.0,25.32
India,Sorghum,1991,6553,1083,72133.0,23.77
India,Sorghum,1991,6553,1083,72133.0,26.2
India,Sorghum,1991,6553,1083,72133.0,25.74
India,Sorghum,1991,6553,1083,72133.0,25.55
India,Sorghum,1991,6553,1083,72133.0,25.06
India,Sorghum,1991,6553,1083,72133.0,26.34
India,Sorghum,1991,6553,1083,72133.0,24.62
India,Sorghum,1991,6553,1083,72133.0,26.7
India,Sorghum,1991,6553,1083,72133.0,26.7
India,Sorghum,1991,6553,1083,72133.0,25.74
India,Soybeans,1991,7825,1083,72133.0,25.85
India,Soybeans,1991,7825,1083,72133.0,26.9
India,Soybeans,1991,7825,1083,72133.0,25.96
India,Soybeans,1991,7825,1083,72133.0,23.77
India,Soybeans,1991,7825,1083,72133.0,25.49
India,Soybeans,1991,7825,1083,72133.0,25.82
India,Soybeans,1991,7825,1083,72133.0,25.74
India,Soybeans,1991,7825,1083,72133.0,26.54
India,Soybeans,1991,7825,1083,72133.0,27.35
India,Soybeans,1991,7825,1083,72133.0,25.4
India,Soybeans,1991,7825,1083,72133.0,25.99
India,Soybeans,1991,7825,1083,72133.0,25.32
India,Soybeans,1991,7825,1083,72133.0,23.77
India,Soybeans,1991,7825,1083,72133.0,26.2
India,Soybeans,1991,7825,1083,72133.0,25.74
India,Soybeans,1991,7825,1083,72133.0,25.55
India,Soybeans,1991,7825,1083,72133.0,25.06
India,Soybeans,1991,7825,1083,72133.0,26.34
India,Soybeans,1991,7825,1083,72133.0,24.62
India,Soybeans,1991,7825,1083,72133.0,26.7
India,Soybeans,1991,7825,1083,72133.0,26.7
India,Soybeans,1991,7825,1083,72133.0,25.74
India,Sweet potatoes,1991,83453,1083,72133.0,25.85
India,Sweet potatoes,1991,83453,1083,72133.0,26.9
India,Sweet potatoes,1991,83453,1083,72133.0,25.96
India,Sweet potatoes,1991,83453,1083,72133.0,23.77
India,Sweet potatoes,1991,83453,1083,72133.0,25.49
India,Sweet potatoes,1991,83453,1083,72133.0,25.82
India,Sweet potatoes,1991,83453,1083,72133.0,25.74
India,Sweet potatoes,1991,83453,1083,72133.0,26.54
India,Sweet potatoes,1991,83453,1083,72133.0,27.35
India,Sweet potatoes,1991,83453,1083,72133.0,25.4
India,Sweet potatoes,1991,83453,1083,72133.0,25.99
India,Sweet potatoes,1991,83453,1083,72133.0,25.32
India,Sweet potatoes,1991,83453,1083,72133.0,23.77
India,Sweet potatoes,1991,83453,1083,72133.0,26.2
India,Sweet potatoes,1991,83453,1083,72133.0,25.74
India,Sweet potatoes,1991,83453,1083,72133.0,25.55
India,Sweet potatoes,1991,83453,1083,72133.0,25.06
India,Sweet potatoes,1991,83453,1083,72133.0,26.34
India,Sweet potatoes,1991,83453,1083,72133.0,24.62
India,Sweet potatoes,1991,83453,1083,72133.0,26.7
India,Sweet potatoes,1991,83453,1083,72133.0,26.7
India,Sweet potatoes,1991,83453,1083,72133.0,25.74
India,Wheat,1991,22814,1083,72133.0,25.85
India,Wheat,1991,22814,1083,72133.0,26.9
India,Wheat,1991,22814,1083,72133.0,25.96
India,Wheat,1991,22814,1083,72133.0,23.77
India,Wheat,1991,22814,1083,72133.0,25.49
India,Wheat,1991,22814,1083,72133.0,25.82
India,Wheat,1991,22814,1083,72133.0,25.74
India,Wheat,1991,22814,1083,72133.0,26.54
India,Wheat,1991,22814,1083,72133.0,27.35
India,Wheat,1991,22814,1083,72133.0,25.4
India,Wheat,1991,22814,1083,72133.0,25.99
India,Wheat,1991,22814,1083,72133.0,25.32
India,Wheat,1991,22814,1083,72133.0,23.77
India,Wheat,1991,22814,1083,72133.0,26.2
India,Wheat,1991,22814,1083,72133.0,25.74
India,Wheat,1991,22814,1083,72133.0,25.55
India,Wheat,1991,22814,1083,72133.0,25.06
India,Wheat,1991,22814,1083,72133.0,26.34
India,Wheat,1991,22814,1083,72133.0,24.62
India,Wheat,1991,22814,1083,72133.0,26.7
India,Wheat,1991,22814,1083,72133.0,26.7
India,Wheat,1991,22814,1083,72133.0,25.74
India,Cassava,1992,232463,1083,70791.0,25.69
India,Cassava,1992,232463,1083,70791.0,26.82
India,Cassava,1992,232463,1083,70791.0,26.09
India,Cassava,1992,232463,1083,70791.0,23.79
India,Cassava,1992,232463,1083,70791.0,25.16
India,Cassava,1992,232463,1083,70791.0,25.91
India,Cassava,1992,232463,1083,70791.0,25.52
India,Cassava,1992,232463,1083,70791.0,26.41
India,Cassava,1992,232463,1083,70791.0,27.24
India,Cassava,1992,232463,1083,70791.0,25.41
India,Cassava,1992,232463,1083,70791.0,25.73
India,Cassava,1992,232463,1083,70791.0,25.27
India,Cassava,1992,232463,1083,70791.0,23.79
India,Cassava,1992,232463,1083,70791.0,26.32
India,Cassava,1992,232463,1083,70791.0,25.52
India,Cassava,1992,232463,1083,70791.0,25.58
India,Cassava,1992,232463,1083,70791.0,25.14
India,Cassava,1992,232463,1083,70791.0,26.37
India,Cassava,1992,232463,1083,70791.0,24.62
India,Cassava,1992,232463,1083,70791.0,26.78
India,Cassava,1992,232463,1083,70791.0,26.78
India,Cassava,1992,232463,1083,70791.0,25.89
India,Maize,1992,16758,1083,70791.0,25.69
India,Maize,1992,16758,1083,70791.0,26.82
India,Maize,1992,16758,1083,70791.0,26.09
India,Maize,1992,16758,1083,70791.0,23.79
India,Maize,1992,16758,1083,70791.0,25.16
India,Maize,1992,16758,1083,70791.0,25.91
India,Maize,1992,16758,1083,70791.0,25.52
India,Maize,1992,16758,1083,70791.0,26.41
India,Maize,1992,16758,1083,70791.0,27.24
India,Maize,1992,16758,1083,70791.0,25.41
India,Maize,1992,16758,1083,70791.0,25.73
India,Maize,1992,16758,1083,70791.0,25.27
India,Maize,1992,16758,1083,70791.0,23.79
India,Maize,1992,16758,1083,70791.0,26.32
India,Maize,1992,16758,1083,70791.0,25.52
India,Maize,1992,16758,1083,70791.0,25.58
India,Maize,1992,16758,1083,70791.0,25.14
India,Maize,1992,16758,1083,70791.0,26.37
India,Maize,1992,16758,1083,70791.0,24.62
India,Maize,1992,16758,1083,70791.0,26.78
India,Maize,1992,16758,1083,70791.0,26.78
India,Maize,1992,16758,1083,70791.0,25.89
India,Potatoes,1992,160294,1083,70791.0,25.69
India,Potatoes,1992,160294,1083,70791.0,26.82
India,Potatoes,1992,160294,1083,70791.0,26.09
India,Potatoes,1992,160294,1083,70791.0,23.79
India,Potatoes,1992,160294,1083,70791.0,25.16
India,Potatoes,1992,160294,1083,70791.0,25.91
India,Potatoes,1992,160294,1083,70791.0,25.52
India,Potatoes,1992,160294,1083,70791.0,26.41
India,Potatoes,1992,160294,1083,70791.0,27.24
India,Potatoes,1992,160294,1083,70791.0,25.41
India,Potatoes,1992,160294,1083,70791.0,25.73
India,Potatoes,1992,160294,1083,70791.0,25.27
India,Potatoes,1992,160294,1083,70791.0,23.79
India,Potatoes,1992,160294,1083,70791.0,26.32
India,Potatoes,1992,160294,1083,70791.0,25.52
India,Potatoes,1992,160294,1083,70791.0,25.58
India,Potatoes,1992,160294,1083,70791.0,25.14
India,Potatoes,1992,160294,1083,70791.0,26.37
India,Potatoes,1992,160294,1083,70791.0,24.62
India,Potatoes,1992,160294,1083,70791.0,26.78
India,Potatoes,1992,160294,1083,70791.0,26.78
India,Potatoes,1992,160294,1083,70791.0,25.89
India,"Rice, paddy",1992,26092,1083,70791.0,25.69
India,"Rice, paddy",1992,26092,1083,70791.0,26.82
India,"Rice, paddy",1992,26092,1083,70791.0,26.09
India,"Rice, paddy",1992,26092,1083,70791.0,23.79
India,"Rice, paddy",1992,26092,1083,70791.0,25.16
India,"Rice, paddy",1992,26092,1083,70791.0,25.91
India,"Rice, paddy",1992,26092,1083,70791.0,25.52
India,"Rice, paddy",1992,26092,1083,70791.0,26.41
India,"Rice, paddy",1992,26092,1083,70791.0,27.24
India,"Rice, paddy",1992,26092,1083,70791.0,25.41
India,"Rice, paddy",1992,26092,1083,70791.0,25.73
India,"Rice, paddy",1992,26092,1083,70791.0,25.27
India,"Rice, paddy",1992,26092,1083,70791.0,23.79
India,"Rice, paddy",1992,26092,1083,70791.0,26.32
India,"Rice, paddy",1992,26092,1083,70791.0,25.52
India,"Rice, paddy",1992,26092,1083,70791.0,25.58
India,"Rice, paddy",1992,26092,1083,70791.0,25.14
India,"Rice, paddy",1992,26092,1083,70791.0,26.37
India,"Rice, paddy",1992,26092,1083,70791.0,24.62
India,"Rice, paddy",1992,26092,1083,70791.0,26.78
India,"Rice, paddy",1992,26092,1083,70791.0,26.78
India,"Rice, paddy",1992,26092,1083,70791.0,25.89
India,Sorghum,1992,9820,1083,70791.0,25.69
India,Sorghum,1992,9820,1083,70791.0,26.82
India,Sorghum,1992,9820,1083,70791.0,26.09
India,Sorghum,1992,9820,1083,70791.0,23.79
India,Sorghum,1992,9820,1083,70791.0,25.16
India,Sorghum,1992,9820,1083,70791.0,25.91
India,Sorghum,1992,9820,1083,70791.0,25.52
India,Sorghum,1992,9820,1083,70791.0,26.41
India,Sorghum,1992,9820,1083,70791.0,27.24
India,Sorghum,1992,9820,1083,70791.0,25.41
India,Sorghum,1992,9820,1083,70791.0,25.73
India,Sorghum,1992,9820,1083,70791.0,25.27
India,Sorghum,1992,9820,1083,70791.0,23.79
India,Sorghum,1992,9820,1083,70791.0,26.32
India,Sorghum,1992,9820,1083,70791.0,25.52
India,Sorghum,1992,9820,1083,70791.0,25.58
India,Sorghum,1992,9820,1083,70791.0,25.14
India,Sorghum,1992,9820,1083,70791.0,26.37
India,Sorghum,1992,9820,1083,70791.0,24.62
India,Sorghum,1992,9820,1083,70791.0,26.78
India,Sorghum,1992,9820,1083,70791.0,26.78
India,Sorghum,1992,9820,1083,70791.0,25.89
India,Soybeans,1992,8947,1083,70791.0,25.69
India,Soybeans,1992,8947,1083,70791.0,26.82
India,Soybeans,1992,8947,1083,70791.0,26.09
India,Soybeans,1992,8947,1083,70791.0,23.79
India,Soybeans,1992,8947,1083,70791.0,25.16
India,Soybeans,1992,8947,1083,70791.0,25.91
India,Soybeans,1992,8947,1083,70791.0,25.52
India,Soybeans,1992,8947,1083,70791.0,26.41
India,Soybeans,1992,8947,1083,70791.0,27.24
India,Soybeans,1992,8947,1083,70791.0,25.41
India,Soybeans,1992,8947,1083,70791.0,25.73
India,Soybeans,1992,8947,1083,70791.0,25.27
India,Soybeans,1992,8947,1083,70791.0,23.79
India,Soybeans,1992,8947,1083,70791.0,26.32
India,Soybeans,1992,8947,1083,70791.0,25.52
India,Soybeans,1992,8947,1083,70791.0,25.58
India,Soybeans,1992,8947,1083,70791.0,25.14
India,Soybeans,1992,8947,1083,70791.0,26.37
India,Soybeans,1992,8947,1083,70791.0,24.62
India,Soybeans,1992,8947,1083,70791.0,26.78
India,Soybeans,1992,8947,1083,70791.0,26.78
India,Soybeans,1992,8947,1083,70791.0,25.89
India,Sweet potatoes,1992,82835,1083,70791.0,25.69
India,Sweet potatoes,1992,82835,1083,70791.0,26.82
India,Sweet potatoes,1992,82835,1083,70791.0,26.09
India,Sweet potatoes,1992,82835,1083,70791.0,23.79
India,Sweet potatoes,1992,82835,1083,70791.0,25.16
India,Sweet potatoes,1992,82835,1083,70791.0,25.91
India,Sweet potatoes,1992,82835,1083,70791.0,25.52
India,Sweet potatoes,1992,82835,1083,70791.0,26.41
India,Sweet potatoes,1992,82835,1083,70791.0,27.24
India,Sweet potatoes,1992,82835,1083,70791.0,25.41
India,Sweet potatoes,1992,82835,1083,70791.0,25.73
India,Sweet potatoes,1992,82835,1083,70791.0,25.27
India,Sweet potatoes,1992,82835,1083,70791.0,23.79
India,Sweet potatoes,1992,82835,1083,70791.0,26.32
India,Sweet potatoes,1992,82835,1083,70791.0,25.52
India,Sweet potatoes,1992,82835,1083,70791.0,25.58
India,Sweet potatoes,1992,82835,1083,70791.0,25.14
India,Sweet potatoes,1992,82835,1083,70791.0,26.37
India,Sweet potatoes,1992,82835,1083,70791.0,24.62
India,Sweet potatoes,1992,82835,1083,70791.0,26.78
India,Sweet potatoes,1992,82835,1083,70791.0,26.78
India,Sweet potatoes,1992,82835,1083,70791.0,25.89
India,Wheat,1992,23940,1083,70791.0,25.69
India,Wheat,1992,23940,1083,70791.0,26.82
India,Wheat,1992,23940,1083,70791.0,26.09
India,Wheat,1992,23940,1083,70791.0,23.79
India,Wheat,1992,23940,1083,70791.0,25.16
India,Wheat,1992,23940,1083,70791.0,25.91
India,Wheat,1992,23940,1083,70791.0,25.52
India,Wheat,1992,23940,1083,70791.0,26.41
India,Wheat,1992,23940,1083,70791.0,27.24
India,Wheat,1992,23940,1083,70791.0,25.41
India,Wheat,1992,23940,1083,70791.0,25.73
India,Wheat,1992,23940,1083,70791.0,25.27
India,Wheat,1992,23940,1083,70791.0,23.79
India,Wheat,1992,23940,1083,70791.0,26.32
India,Wheat,1992,23940,1083,70791.0,25.52
India,Wheat,1992,23940,1083,70791.0,25.58
India,Wheat,1992,23940,1083,70791.0,25.14
India,Wheat,1992,23940,1083,70791.0,26.37
India,Wheat,1992,23940,1083,70791.0,24.62
India,Wheat,1992,23940,1083,70791.0,26.78
India,Wheat,1992,23940,1083,70791.0,26.78
India,Wheat,1992,23940,1083,70791.0,25.89
India,Cassava,1993,230430,1083,66388.0,25.88
